Age;Gender;School_Grade;Daily_Usage_Hours;Sleep_Hours;Academic_Performance;Social_Interactions;Exercise_Hours;Anxiety_Level;Depression_Level;Self_Esteem;Parental_Control;Screen_Time_Before_Bed;Phone_Checks_Per_Day;Apps_Used_Daily;Time_on_Social_Media;Time_on_Gaming;Time_on_Education;Phone_Usage_Purpose;Family_Communication;Weekend_Usage_Hours;Addiction_Level
13~15;Female~Other;7~9;2~4;4~6;79~99;5~10;0~0;2~7;4~10;6~10;0~1;0~1;31~119;6~11;1~4;0~2;0~1;Browsing~Education~Social Media~Gaming;1~10;3~6;9.1
13~15;Female~Other;7~9;2~4;4~6;79~99;5~10;0~0;2~7;4~10;6~10;0~1;0~1;31~119;6~11;1~4;0~2;0~1;Browsing~Education~Social Media~Gaming;1~10;3~6;8.0
13~15;Female~Other;7~9;2~4;4~6;79~99;5~10;0~0;2~7;4~10;6~10;0~1;0~1;31~119;6~11;1~4;0~2;0~1;Browsing~Education~Social Media~Gaming;1~10;3~6;9.6
13~15;Female~Other;7~9;2~4;4~6;79~99;5~10;0~0;2~7;4~10;6~10;0~1;0~1;31~119;6~11;1~4;0~2;0~1;Browsing~Education~Social Media~Gaming;1~10;3~6;7.4
13~16;Female~Other;7~9;4~4;3~6;78~100;5~10;0~1;8~10;1~4;2~9;0~1;0~1;31~102;5~19;0~3;1~3;0~1;Browsing~Education~Social Media~Gaming~Other;3~10;4~10;10.0
13~16;Female~Other;7~9;4~4;3~6;78~100;5~10;0~1;8~10;1~4;2~9;0~1;0~1;31~102;5~19;0~3;1~3;0~1;Browsing~Education~Social Media~Gaming~Other;3~10;4~10;9.5
13~16;Female~Other;7~9;4~4;3~6;78~100;5~10;0~1;8~10;1~4;2~9;0~1;0~1;31~102;5~19;0~3;1~3;0~1;Browsing~Education~Social Media~Gaming~Other;3~10;4~10;7.4
13~16;Female~Other;7~9;4~4;3~6;78~100;5~10;0~1;8~10;1~4;2~9;0~1;0~1;31~102;5~19;0~3;1~3;0~1;Browsing~Education~Social Media~Gaming~Other;3~10;4~10;10.0
13~16;Female~Other;7~9;4~4;3~6;78~100;5~10;0~1;8~10;1~4;2~9;0~1;0~1;31~102;5~19;0~3;1~3;0~1;Browsing~Education~Social Media~Gaming~Other;3~10;4~10;9.5
14~16;Female~Other;7~9;2~4;5~6;79~98;5~10;0~0;8~10;7~10;1~10;0~1;0~2;22~132;8~18;1~4;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;2~9;3~8;10.0
14~16;Female~Other;7~9;2~4;5~6;79~98;5~10;0~0;8~10;7~10;1~10;0~1;0~2;22~132;8~18;1~4;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;2~9;3~8;10.0
14~16;Female~Other;7~9;2~4;5~6;79~98;5~10;0~0;8~10;7~10;1~10;0~1;0~2;22~132;8~18;1~4;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;2~9;3~8;10.0
14~16;Female~Other;7~9;2~4;5~6;79~98;5~10;0~0;8~10;7~10;1~10;0~1;0~2;22~132;8~18;1~4;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;2~9;3~8;6.5
14~16;Female~Other;7~9;2~4;5~6;79~98;5~10;0~0;8~10;7~10;1~10;0~1;0~2;22~132;8~18;1~4;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;2~9;3~8;7.2
14~16;Female~Other;7~9;2~4;5~6;79~98;5~10;0~0;8~10;7~10;1~10;0~1;0~2;22~132;8~18;1~4;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;2~9;3~8;8.4
13~16;Other;7~8;0~4;4~6;79~92;5~9;1~2;2~4;1~5;1~8;0~1;0~1;37~144;8~20;0~3;0~2;0~1;Education~Social Media~Gaming~Other;1~8;3~7;9.6
13~16;Other;7~8;0~4;4~6;79~92;5~9;1~2;2~4;1~5;1~8;0~1;0~1;37~144;8~20;0~3;0~2;0~1;Education~Social Media~Gaming~Other;1~8;3~7;3.9
13~16;Other;7~8;0~4;4~6;79~92;5~9;1~2;2~4;1~5;1~8;0~1;0~1;37~144;8~20;0~3;0~2;0~1;Education~Social Media~Gaming~Other;1~8;3~7;9.1
13~16;Other;7~8;0~4;4~6;79~92;5~9;1~2;2~4;1~5;1~8;0~1;0~1;37~144;8~20;0~3;0~2;0~1;Education~Social Media~Gaming~Other;1~8;3~7;8.2
13~16;Other;7~8;0~4;4~6;79~92;5~9;1~2;2~4;1~5;1~8;0~1;0~1;37~144;8~20;0~3;0~2;0~1;Education~Social Media~Gaming~Other;1~8;3~7;10.0
13~16;Female~Other;7~9;1~4;3~5;83~100;5~10;1~2;1~4;6~10;1~10;0~1;0~1;60~144;12~19;1~3;0~2;0~2;Browsing~Education~Social Media~Gaming~Other;1~9;1~8;9.7
13~16;Female~Other;7~9;1~4;3~5;83~100;5~10;1~2;1~4;6~10;1~10;0~1;0~1;60~144;12~19;1~3;0~2;0~2;Browsing~Education~Social Media~Gaming~Other;1~9;1~8;7.1
13~16;Female~Other;7~9;1~4;3~5;83~100;5~10;1~2;1~4;6~10;1~10;0~1;0~1;60~144;12~19;1~3;0~2;0~2;Browsing~Education~Social Media~Gaming~Other;1~9;1~8;10.0
13~16;Female~Other;7~9;1~4;3~5;83~100;5~10;1~2;1~4;6~10;1~10;0~1;0~1;60~144;12~19;1~3;0~2;0~2;Browsing~Education~Social Media~Gaming~Other;1~9;1~8;8.6
13~16;Female~Other;7~9;1~4;3~5;83~100;5~10;1~2;1~4;6~10;1~10;0~1;0~1;60~144;12~19;1~3;0~2;0~2;Browsing~Education~Social Media~Gaming~Other;1~9;1~8;10.0
13~16;Female~Other;7~9;1~4;3~5;83~100;5~10;1~2;1~4;6~10;1~10;0~1;0~1;60~144;12~19;1~3;0~2;0~2;Browsing~Education~Social Media~Gaming~Other;1~9;1~8;8.1
13~16;Female~Other;7~9;0~5;4~6;78~97;5~8;1~3;5~10;1~10;1~10;0~1;0~1;22~149;7~20;1~3;0~2;0~2;Browsing~Education~Social Media;1~9;3~8;7.9
13~16;Female~Other;7~9;0~5;4~6;78~97;5~8;1~3;5~10;1~10;1~10;0~1;0~1;22~149;7~20;1~3;0~2;0~2;Browsing~Education~Social Media;1~9;3~8;9.6
13~16;Female~Other;7~9;0~5;4~6;78~97;5~8;1~3;5~10;1~10;1~10;0~1;0~1;22~149;7~20;1~3;0~2;0~2;Browsing~Education~Social Media;1~9;3~8;7.2
13~16;Female~Other;7~9;0~5;4~6;78~97;5~8;1~3;5~10;1~10;1~10;0~1;0~1;22~149;7~20;1~3;0~2;0~2;Browsing~Education~Social Media;1~9;3~8;7.7
13~16;Female~Other;7~9;0~5;4~6;78~97;5~8;1~3;5~10;1~10;1~10;0~1;0~1;22~149;7~20;1~3;0~2;0~2;Browsing~Education~Social Media;1~9;3~8;10.0
13~16;Female~Other;7~9;0~5;4~6;78~97;5~8;1~3;5~10;1~10;1~10;0~1;0~1;22~149;7~20;1~3;0~2;0~2;Browsing~Education~Social Media;1~9;3~8;8.8
13~16;Female~Other;7~9;0~5;4~6;78~97;5~8;1~3;5~10;1~10;1~10;0~1;0~1;22~149;7~20;1~3;0~2;0~2;Browsing~Education~Social Media;1~9;3~8;9.3
13~16;Female~Other;7~9;0~5;4~6;78~97;5~8;1~3;5~10;1~10;1~10;0~1;0~1;22~149;7~20;1~3;0~2;0~2;Browsing~Education~Social Media;1~9;3~8;7.2
13~16;Female~Other;7~9;1~3;7~9;50~70;0~5;0~0;1~6;1~4;2~10;0~1;0~1;29~81;5~18;2~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~7;3~8;6.2
13~16;Female~Other;7~9;1~3;7~9;50~70;0~5;0~0;1~6;1~4;2~10;0~1;0~1;29~81;5~18;2~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~7;3~8;9.0
13~16;Female~Other;7~9;1~3;7~9;50~70;0~5;0~0;1~6;1~4;2~10;0~1;0~1;29~81;5~18;2~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~7;3~8;8.2
13~16;Female~Other;7~9;1~3;7~9;50~70;0~5;0~0;1~6;1~4;2~10;0~1;0~1;29~81;5~18;2~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~7;3~8;5.6
13~16;Female~Other;7~9;1~3;7~9;50~70;0~5;0~0;1~6;1~4;2~10;0~1;0~1;29~81;5~18;2~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~7;3~8;4.9
13~16;Female~Other;7~9;1~3;7~9;50~70;0~5;0~0;1~6;1~4;2~10;0~1;0~1;29~81;5~18;2~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~7;3~8;4.3
13~16;Female~Other;7~9;1~5;7~8;53~72;1~5;0~0;1~6;6~9;1~10;0~1;0~2;23~126;10~20;0~3;1~2;0~2;Education~Social Media~Gaming;1~10;4~7;6.7
13~16;Female~Other;7~9;1~5;7~8;53~72;1~5;0~0;1~6;6~9;1~10;0~1;0~2;23~126;10~20;0~3;1~2;0~2;Education~Social Media~Gaming;1~10;4~7;8.2
13~16;Female~Other;7~9;1~5;7~8;53~72;1~5;0~0;1~6;6~9;1~10;0~1;0~2;23~126;10~20;0~3;1~2;0~2;Education~Social Media~Gaming;1~10;4~7;5.9
13~16;Female~Other;7~9;1~5;7~8;53~72;1~5;0~0;1~6;6~9;1~10;0~1;0~2;23~126;10~20;0~3;1~2;0~2;Education~Social Media~Gaming;1~10;4~7;10.0
13~16;Female~Other;7~9;1~5;7~8;53~72;1~5;0~0;1~6;6~9;1~10;0~1;0~2;23~126;10~20;0~3;1~2;0~2;Education~Social Media~Gaming;1~10;4~7;9.2
13~16;Female~Other;7~9;1~4;6~8;52~62;0~5;0~0;7~10;1~6;1~8;0~1;0~1;46~139;8~17;0~4;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;3~10;1~10;7.4
13~16;Female~Other;7~9;1~4;6~8;52~62;0~5;0~0;7~10;1~6;1~8;0~1;0~1;46~139;8~17;0~4;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;3~10;1~10;6.6
13~16;Female~Other;7~9;1~4;6~8;52~62;0~5;0~0;7~10;1~6;1~8;0~1;0~1;46~139;8~17;0~4;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;3~10;1~10;7.1
13~16;Female~Other;7~9;1~4;6~8;52~62;0~5;0~0;7~10;1~6;1~8;0~1;0~1;46~139;8~17;0~4;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;3~10;1~10;5.6
13~16;Female~Other;7~9;1~4;6~8;52~62;0~5;0~0;7~10;1~6;1~8;0~1;0~1;46~139;8~17;0~4;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;3~10;1~10;10.0
13~16;Female~Other;7~9;1~4;6~8;52~62;0~5;0~0;7~10;1~6;1~8;0~1;0~1;46~139;8~17;0~4;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;3~10;1~10;9.3
14~16;Female~Other;7~8;2~4;7~9;57~67;0~5;0~0;7~9;8~9;3~9;0~1;0~1;31~138;5~18;1~4;0~2;0~1;Education~Social Media~Gaming~Other;1~9;3~9;6.5
14~16;Female~Other;7~8;2~4;7~9;57~67;0~5;0~0;7~9;8~9;3~9;0~1;0~1;31~138;5~18;1~4;0~2;0~1;Education~Social Media~Gaming~Other;1~9;3~9;5.1
14~16;Female~Other;7~8;2~4;7~9;57~67;0~5;0~0;7~9;8~9;3~9;0~1;0~1;31~138;5~18;1~4;0~2;0~1;Education~Social Media~Gaming~Other;1~9;3~9;10.0
14~16;Female~Other;7~8;2~4;7~9;57~67;0~5;0~0;7~9;8~9;3~9;0~1;0~1;31~138;5~18;1~4;0~2;0~1;Education~Social Media~Gaming~Other;1~9;3~9;5.7
14~16;Female~Other;7~8;2~4;7~9;57~67;0~5;0~0;7~9;8~9;3~9;0~1;0~1;31~138;5~18;1~4;0~2;0~1;Education~Social Media~Gaming~Other;1~9;3~9;9.0
14~16;Female~Other;7~9;1~4;6~9;53~66;1~4;1~1;1~5;3~8;3~6;0~1;0~0;22~106;5~19;1~4;0~3;0~0;Browsing~Education~Social Media~Gaming~Other;5~6;3~6;2.6
14~16;Female~Other;7~9;1~4;6~9;53~66;1~4;1~1;1~5;3~8;3~6;0~1;0~0;22~106;5~19;1~4;0~3;0~0;Browsing~Education~Social Media~Gaming~Other;5~6;3~6;2.8
14~16;Female~Other;7~9;1~4;6~9;53~66;1~4;1~1;1~5;3~8;3~6;0~1;0~0;22~106;5~19;1~4;0~3;0~0;Browsing~Education~Social Media~Gaming~Other;5~6;3~6;8.1
14~16;Female~Other;7~9;1~4;6~9;53~66;1~4;1~1;1~5;3~8;3~6;0~1;0~0;22~106;5~19;1~4;0~3;0~0;Browsing~Education~Social Media~Gaming~Other;5~6;3~6;8.5
14~16;Female~Other;7~9;1~4;6~9;53~66;1~4;1~1;1~5;3~8;3~6;0~1;0~0;22~106;5~19;1~4;0~3;0~0;Browsing~Education~Social Media~Gaming~Other;5~6;3~6;9.5
13~16;Female~Other;7~9;0~4;6~9;56~71;0~4;0~2;1~4;1~7;1~4;0~1;1~2;30~110;6~20;0~4;0~1;0~2;Browsing~Education~Social Media~Gaming~Other;1~10;3~8;8.6
13~16;Female~Other;7~9;0~4;6~9;56~71;0~4;0~2;1~4;1~7;1~4;0~1;1~2;30~110;6~20;0~4;0~1;0~2;Browsing~Education~Social Media~Gaming~Other;1~10;3~8;10.0
13~16;Female~Other;7~9;0~4;6~9;56~71;0~4;0~2;1~4;1~7;1~4;0~1;1~2;30~110;6~20;0~4;0~1;0~2;Browsing~Education~Social Media~Gaming~Other;1~10;3~8;3.4
13~16;Female~Other;7~9;0~4;6~9;56~71;0~4;0~2;1~4;1~7;1~4;0~1;1~2;30~110;6~20;0~4;0~1;0~2;Browsing~Education~Social Media~Gaming~Other;1~10;3~8;3.5
13~16;Female~Other;7~9;0~4;6~9;56~71;0~4;0~2;1~4;1~7;1~4;0~1;1~2;30~110;6~20;0~4;0~1;0~2;Browsing~Education~Social Media~Gaming~Other;1~10;3~8;8.5
13~16;Female~Other;7~9;0~4;6~9;56~71;0~4;0~2;1~4;1~7;1~4;0~1;1~2;30~110;6~20;0~4;0~1;0~2;Browsing~Education~Social Media~Gaming~Other;1~10;3~8;7.6
13~16;Female~Other;7~9;2~4;6~9;52~72;0~5;1~2;6~9;1~3;3~9;1;0~1;85~142;13~20;2~3;0~3;0~1;Education~Social Media~Gaming;2~10;2~8;10.0
13~16;Female~Other;7~9;2~4;6~9;52~72;0~5;1~2;6~9;1~3;3~9;1;0~1;85~142;13~20;2~3;0~3;0~1;Education~Social Media~Gaming;2~10;2~8;9.7
13~16;Female~Other;7~9;2~4;6~9;52~72;0~5;1~2;6~9;1~3;3~9;1;0~1;85~142;13~20;2~3;0~3;0~1;Education~Social Media~Gaming;2~10;2~8;10.0
13~16;Female~Other;7~9;2~4;6~9;52~72;0~5;1~2;6~9;1~3;3~9;1;0~1;85~142;13~20;2~3;0~3;0~1;Education~Social Media~Gaming;2~10;2~8;10.0
13~16;Female~Other;7~9;2~4;6~9;52~72;0~5;1~2;6~9;1~3;3~9;1;0~1;85~142;13~20;2~3;0~3;0~1;Education~Social Media~Gaming;2~10;2~8;8.0
14~16;Female~Other;7~9;1~4;7~8;58~72;0~5;1~2;6~10;4~10;5~10;0~1;0~1;65~108;5~17;0~2;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;2~10;0~6;6.7
14~16;Female~Other;7~9;1~4;7~8;58~72;0~5;1~2;6~10;4~10;5~10;0~1;0~1;65~108;5~17;0~2;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;2~10;0~6;6.7
14~16;Female~Other;7~9;1~4;7~8;58~72;0~5;1~2;6~10;4~10;5~10;0~1;0~1;65~108;5~17;0~2;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;2~10;0~6;8.4
14~16;Female~Other;7~9;1~4;7~8;58~72;0~5;1~2;6~10;4~10;5~10;0~1;0~1;65~108;5~17;0~2;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;2~10;0~6;5.4
14~16;Female~Other;7~9;1~4;7~8;58~72;0~5;1~2;6~10;4~10;5~10;0~1;0~1;65~108;5~17;0~2;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;2~10;0~6;8.8
14~16;Female~Other;7~9;1~4;7~8;58~72;0~5;1~2;6~10;4~10;5~10;0~1;0~1;65~108;5~17;0~2;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;2~10;0~6;8.5
13~16;Female~Other;7~9;2~4;6~10;52~72;6~10;0~0;1~5;4~8;6~10;0~1;0~2;28~149;7~17;1~4;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~8;2~8;6.1
13~16;Female~Other;7~9;2~4;6~10;52~72;6~10;0~0;1~5;4~8;6~10;0~1;0~2;28~149;7~17;1~4;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~8;2~8;9.2
13~16;Female~Other;7~9;2~4;6~10;52~72;6~10;0~0;1~5;4~8;6~10;0~1;0~2;28~149;7~17;1~4;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~8;2~8;6.4
13~16;Female~Other;7~9;2~4;6~10;52~72;6~10;0~0;1~5;4~8;6~10;0~1;0~2;28~149;7~17;1~4;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~8;2~8;9.4
13~16;Female~Other;7~9;2~4;6~10;52~72;6~10;0~0;1~5;4~8;6~10;0~1;0~2;28~149;7~17;1~4;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~8;2~8;7.8
13~16;Female~Other;7~9;2~4;6~10;52~72;6~10;0~0;1~5;4~8;6~10;0~1;0~2;28~149;7~17;1~4;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~8;2~8;8.0
13~16;Female~Other;7~9;2~4;6~10;52~72;6~10;0~0;1~5;4~8;6~10;0~1;0~2;28~149;7~17;1~4;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~8;2~8;9.9
13~16;Female~Other;7~9;2~4;6~10;52~72;6~10;0~0;1~5;4~8;6~10;0~1;0~2;28~149;7~17;1~4;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~8;2~8;9.4
13~16;Female~Other;7~9;2~4;6~10;52~72;6~10;0~0;1~5;4~8;6~10;0~1;0~2;28~149;7~17;1~4;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~8;2~8;7.5
13~15;Female~Other;7~9;3~5;6~9;56~65;7~10;0~0;6~10;3~10;3~9;0~1;0~1;22~72;14~19;1~2;1~2;1~2;Education~Social Media~Gaming~Other;1~10;5~10;9.4
13~15;Female~Other;7~9;3~5;6~9;56~65;7~10;0~0;6~10;3~10;3~9;0~1;0~1;22~72;14~19;1~2;1~2;1~2;Education~Social Media~Gaming~Other;1~10;5~10;10.0
13~15;Female~Other;7~9;3~5;6~9;56~65;7~10;0~0;6~10;3~10;3~9;0~1;0~1;22~72;14~19;1~2;1~2;1~2;Education~Social Media~Gaming~Other;1~10;5~10;7.4
13~15;Female~Other;7~9;3~5;6~9;56~65;7~10;0~0;6~10;3~10;3~9;0~1;0~1;22~72;14~19;1~2;1~2;1~2;Education~Social Media~Gaming~Other;1~10;5~10;7.8
13~15;Female~Other;7~9;3~5;6~9;56~65;7~10;0~0;6~10;3~10;3~9;0~1;0~1;22~72;14~19;1~2;1~2;1~2;Education~Social Media~Gaming~Other;1~10;5~10;8.4
15~16;Female~Other;7~9;0~4;6~8;51~71;6~9;0~0;6~10;2~10;1~10;0~1;0~2;76~147;5~14;1~3;0~2;0~1;Education~Social Media~Gaming~Other;1~8;2~11;9.1
15~16;Female~Other;7~9;0~4;6~8;51~71;6~9;0~0;6~10;2~10;1~10;0~1;0~2;76~147;5~14;1~3;0~2;0~1;Education~Social Media~Gaming~Other;1~8;2~11;7.0
15~16;Female~Other;7~9;0~4;6~8;51~71;6~9;0~0;6~10;2~10;1~10;0~1;0~2;76~147;5~14;1~3;0~2;0~1;Education~Social Media~Gaming~Other;1~8;2~11;1.4
15~16;Female~Other;7~9;0~4;6~8;51~71;6~9;0~0;6~10;2~10;1~10;0~1;0~2;76~147;5~14;1~3;0~2;0~1;Education~Social Media~Gaming~Other;1~8;2~11;4.8
15~16;Female~Other;7~9;0~4;6~8;51~71;6~9;0~0;6~10;2~10;1~10;0~1;0~2;76~147;5~14;1~3;0~2;0~1;Education~Social Media~Gaming~Other;1~8;2~11;4.7
13~16;Female~Other;7~9;3~5;6~9;50~70;6~10;1~2;1~4;1~9;2~10;0~1;0~1;33~140;6~20;0~4;0~1;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;3~7;4.6
13~16;Female~Other;7~9;3~5;6~9;50~70;6~10;1~2;1~4;1~9;2~10;0~1;0~1;33~140;6~20;0~4;0~1;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;3~7;10.0
13~16;Female~Other;7~9;3~5;6~9;50~70;6~10;1~2;1~4;1~9;2~10;0~1;0~1;33~140;6~20;0~4;0~1;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;3~7;7.4
13~16;Female~Other;7~9;3~5;6~9;50~70;6~10;1~2;1~4;1~9;2~10;0~1;0~1;33~140;6~20;0~4;0~1;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;3~7;10.0
13~16;Female~Other;7~9;3~5;6~9;50~70;6~10;1~2;1~4;1~9;2~10;0~1;0~1;33~140;6~20;0~4;0~1;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;3~7;6.1
13~16;Female~Other;7~9;3~5;6~9;50~70;6~10;1~2;1~4;1~9;2~10;0~1;0~1;33~140;6~20;0~4;0~1;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;3~7;9.9
13~16;Female~Other;7~9;3~5;6~9;50~70;6~10;1~2;1~4;1~9;2~10;0~1;0~1;33~140;6~20;0~4;0~1;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;3~7;10.0
13~16;Female~Other;7~9;3~5;6~9;50~70;6~10;1~2;1~4;1~9;2~10;0~1;0~1;33~140;6~20;0~4;0~1;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;3~7;4.3
13~16;Female~Other;7~9;2~5;6~7;51~72;6~10;1~2;5~10;1~10;1~10;0~1;0~1;26~145;8~20;0~4;0~3;0~2;Browsing~Education~Social Media~Gaming;1~9;4~10;5.0
13~16;Female~Other;7~9;2~5;6~7;51~72;6~10;1~2;5~10;1~10;1~10;0~1;0~1;26~145;8~20;0~4;0~3;0~2;Browsing~Education~Social Media~Gaming;1~9;4~10;10.0
13~16;Female~Other;7~9;2~5;6~7;51~72;6~10;1~2;5~10;1~10;1~10;0~1;0~1;26~145;8~20;0~4;0~3;0~2;Browsing~Education~Social Media~Gaming;1~9;4~10;7.5
13~16;Female~Other;7~9;2~5;6~7;51~72;6~10;1~2;5~10;1~10;1~10;0~1;0~1;26~145;8~20;0~4;0~3;0~2;Browsing~Education~Social Media~Gaming;1~9;4~10;10.0
13~16;Female~Other;7~9;2~5;6~7;51~72;6~10;1~2;5~10;1~10;1~10;0~1;0~1;26~145;8~20;0~4;0~3;0~2;Browsing~Education~Social Media~Gaming;1~9;4~10;7.4
13~16;Female~Other;7~9;2~5;6~7;51~72;6~10;1~2;5~10;1~10;1~10;0~1;0~1;26~145;8~20;0~4;0~3;0~2;Browsing~Education~Social Media~Gaming;1~9;4~10;6.1
13~16;Female~Other;7~9;2~5;6~7;51~72;6~10;1~2;5~10;1~10;1~10;0~1;0~1;26~145;8~20;0~4;0~3;0~2;Browsing~Education~Social Media~Gaming;1~9;4~10;9.8
13~16;Female~Other;7~9;2~5;6~7;51~72;6~10;1~2;5~10;1~10;1~10;0~1;0~1;26~145;8~20;0~4;0~3;0~2;Browsing~Education~Social Media~Gaming;1~9;4~10;3.1
13~16;Female~Other;7~9;2~5;6~7;51~72;6~10;1~2;5~10;1~10;1~10;0~1;0~1;26~145;8~20;0~4;0~3;0~2;Browsing~Education~Social Media~Gaming;1~9;4~10;10.0
13~16;Female~Other;7~9;2~4;6~8;77~95;0~5;0~0;1~6;2~4;2~7;0~1;0~1;40~128;6~20;1~3;0~2;0~1;Education~Social Media~Gaming~Other;2~10;5~7;7.9
13~16;Female~Other;7~9;2~4;6~8;77~95;0~5;0~0;1~6;2~4;2~7;0~1;0~1;40~128;6~20;1~3;0~2;0~1;Education~Social Media~Gaming~Other;2~10;5~7;7.0
13~16;Female~Other;7~9;2~4;6~8;77~95;0~5;0~0;1~6;2~4;2~7;0~1;0~1;40~128;6~20;1~3;0~2;0~1;Education~Social Media~Gaming~Other;2~10;5~7;4.8
13~16;Female~Other;7~9;2~4;6~8;77~95;0~5;0~0;1~6;2~4;2~7;0~1;0~1;40~128;6~20;1~3;0~2;0~1;Education~Social Media~Gaming~Other;2~10;5~7;7.4
13~16;Female~Other;7~9;2~4;6~8;77~95;0~5;0~0;1~6;2~4;2~7;0~1;0~1;40~128;6~20;1~3;0~2;0~1;Education~Social Media~Gaming~Other;2~10;5~7;6.2
13~16;Female~Other;7~9;2~4;6~8;77~95;0~5;0~0;1~6;2~4;2~7;0~1;0~1;40~128;6~20;1~3;0~2;0~1;Education~Social Media~Gaming~Other;2~10;5~7;10.0
14~16;Female~Other;7~9;2~4;6~7;74~90;1~6;0~1;1~6;5~9;2~8;0~1;0~1;20~143;6~20;2~3;0~3;0~2;Social Media~Gaming~Other;3~9;3~10;10.0
14~16;Female~Other;7~9;2~4;6~7;74~90;1~6;0~1;1~6;5~9;2~8;0~1;0~1;20~143;6~20;2~3;0~3;0~2;Social Media~Gaming~Other;3~9;3~10;9.2
14~16;Female~Other;7~9;2~4;6~7;74~90;1~6;0~1;1~6;5~9;2~8;0~1;0~1;20~143;6~20;2~3;0~3;0~2;Social Media~Gaming~Other;3~9;3~10;8.0
14~16;Female~Other;7~9;2~4;6~7;74~90;1~6;0~1;1~6;5~9;2~8;0~1;0~1;20~143;6~20;2~3;0~3;0~2;Social Media~Gaming~Other;3~9;3~10;6.5
14~16;Female~Other;7~9;2~4;6~7;74~90;1~6;0~1;1~6;5~9;2~8;0~1;0~1;20~143;6~20;2~3;0~3;0~2;Social Media~Gaming~Other;3~9;3~10;9.5
14~16;Female~Other;7~9;2~4;6~7;74~90;1~6;0~1;1~6;5~9;2~8;0~1;0~1;20~143;6~20;2~3;0~3;0~2;Social Media~Gaming~Other;3~9;3~10;9.3
14~16;Female~Other;7~9;2~4;6~7;74~90;1~6;0~1;1~6;5~9;2~8;0~1;0~1;20~143;6~20;2~3;0~3;0~2;Social Media~Gaming~Other;3~9;3~10;8.1
13~15;Female~Other;8~9;1~4;7~9;73~95;2~5;0~1;7~10;1~10;1~9;0~1;0~2;38~84;8~20;1~3;0~3;0~2;Browsing~Education~Social Media~Gaming;1~9;4~8;9.5
13~15;Female~Other;8~9;1~4;7~9;73~95;2~5;0~1;7~10;1~10;1~9;0~1;0~2;38~84;8~20;1~3;0~3;0~2;Browsing~Education~Social Media~Gaming;1~9;4~8;6.5
13~15;Female~Other;8~9;1~4;7~9;73~95;2~5;0~1;7~10;1~10;1~9;0~1;0~2;38~84;8~20;1~3;0~3;0~2;Browsing~Education~Social Media~Gaming;1~9;4~8;9.8
13~15;Female~Other;8~9;1~4;7~9;73~95;2~5;0~1;7~10;1~10;1~9;0~1;0~2;38~84;8~20;1~3;0~3;0~2;Browsing~Education~Social Media~Gaming;1~9;4~8;8.0
13~15;Female~Other;8~9;1~4;7~9;73~95;2~5;0~1;7~10;1~10;1~9;0~1;0~2;38~84;8~20;1~3;0~3;0~2;Browsing~Education~Social Media~Gaming;1~9;4~8;3.8
