Age;Gender;Education;Introversion Score;Sensing Score;Thinking Score;Judging Score;Interest;Personality
19~25;Male;0;3~5;5~6;2~4;4~6;Unknown~Technology;ENFJ
19~25;Male;0;3~5;5~6;2~4;4~6;Unknown~Technology;ENFJ
19~25;Male;0;3~5;5~6;2~4;4~6;Unknown~Technology;INFP
19~25;Male;0;3~5;5~6;2~4;4~6;Unknown~Technology;INFJ
19~25;Male;0;3~5;5~6;2~4;4~6;Unknown~Technology;INFP
21~25;Male;0;0~2;5~6;0~1;4~6;Others~Sports;INFP
21~25;Male;0;0~2;5~6;0~1;4~6;Others~Sports;INFJ
21~25;Male;0;0~2;5~6;0~1;4~6;Others~Sports;INFP
21~25;Male;0;0~2;5~6;0~1;4~6;Others~Sports;INFJ
21~25;Male;0;0~2;5~6;0~1;4~6;Others~Sports;INFJ
21~25;Male;0;0~2;5~6;0~1;4~6;Others~Sports;INFJ
21~24;Male;0;0~2;5~6;2~4;4~6;Others~Sports;INFP
21~24;Male;0;0~2;5~6;2~4;4~6;Others~Sports;ISFP
21~24;Male;0;0~2;5~6;2~4;4~6;Others~Sports;INFP
21~24;Male;0;0~2;5~6;2~4;4~6;Others~Sports;INFP
21~24;Male;0;0~2;5~6;2~4;4~6;Others~Sports;INFJ
21~24;Male;0;0~2;5~6;2~4;4~6;Others~Sports;INFJ
20~24;Male;0;0~1;5~8;1~4;5~6;Arts;ISFJ
20~24;Male;0;0~1;5~8;1~4;5~6;Arts;ISFP
20~24;Male;0;0~1;5~8;1~4;5~6;Arts;INFJ
20~24;Male;0;0~1;5~8;1~4;5~6;Arts;INFP
20~24;Male;0;0~1;5~8;1~4;5~6;Arts;INFP
20~25;Male;0;4~5;5~6;0~2;5~7;Others~Sports;ENFJ
20~25;Male;0;4~5;5~6;0~2;5~7;Others~Sports;INFJ
20~25;Male;0;4~5;5~6;0~2;5~7;Others~Sports;INFP
20~25;Male;0;4~5;5~6;0~2;5~7;Others~Sports;INFP
20~25;Male;0;4~5;5~6;0~2;5~7;Others~Sports;ENFP
19~25;Male;0;3~5;5~6;2~4;4~6;Others~Sports;INFP
19~25;Male;0;3~5;5~6;2~4;4~6;Others~Sports;INFP
19~25;Male;0;3~5;5~6;2~4;4~6;Others~Sports;INFJ
19~25;Male;0;3~5;5~6;2~4;4~6;Others~Sports;ENFP
19~25;Male;0;3~5;5~6;2~4;4~6;Others~Sports;ENFJ
19~25;Male;0;3~5;5~6;2~4;4~6;Others~Sports;INFP
21~25;Male;0;3~5;5~6;1~4;5~7;Arts;INFJ
21~25;Male;0;3~5;5~6;1~4;5~7;Arts;ENFP
21~25;Male;0;3~5;5~6;1~4;5~7;Arts;ENFJ
21~25;Male;0;3~5;5~6;1~4;5~7;Arts;ENFJ
21~25;Male;0;3~5;5~6;1~4;5~7;Arts;INFJ
21~25;Male;0;3~5;5~6;1~4;5~7;Arts;INFP
20~24;Male;0;0~2;5~5;4~6;2~4;Unknown~Technology~Others;INFP
20~24;Male;0;0~2;5~5;4~6;2~4;Unknown~Technology~Others;INFP
20~24;Male;0;0~2;5~5;4~6;2~4;Unknown~Technology~Others;INFP
20~24;Male;0;0~2;5~5;4~6;2~4;Unknown~Technology~Others;INFP
20~24;Male;0;0~2;5~5;4~6;2~4;Unknown~Technology~Others;INFP
19~24;Male;0;0~1;6~7;4~6;2~4;Unknown~Technology~Others;INTP
19~24;Male;0;0~1;6~7;4~6;2~4;Unknown~Technology~Others;INFP
19~24;Male;0;0~1;6~7;4~6;2~4;Unknown~Technology~Others;INFP
19~24;Male;0;0~1;6~7;4~6;2~4;Unknown~Technology~Others;INFP
19~24;Male;0;0~1;6~7;4~6;2~4;Unknown~Technology~Others;ISFP
20~25;Male;0;2~4;5~5;5~6;2~4;Unknown~Technology~Others;INFP
20~25;Male;0;2~4;5~5;5~6;2~4;Unknown~Technology~Others;INTP
20~25;Male;0;2~4;5~5;5~6;2~4;Unknown~Technology~Others;INFP
20~25;Male;0;2~4;5~5;5~6;2~4;Unknown~Technology~Others;INFP
20~25;Male;0;2~4;5~5;5~6;2~4;Unknown~Technology~Others;INFP
19~24;Male;0;2~4;5~6;5~6;1~4;Unknown~Technology~Others;ISFP
19~24;Male;0;2~4;5~6;5~6;1~4;Unknown~Technology~Others;INFP
19~24;Male;0;2~4;5~6;5~6;1~4;Unknown~Technology~Others;INFP
19~24;Male;0;2~4;5~6;5~6;1~4;Unknown~Technology~Others;ESFP
19~24;Male;0;2~4;5~6;5~6;1~4;Unknown~Technology~Others;INFP
21~24;Male;0;1~1;5~7;6~8;3~3;Unknown;INTP
21~24;Male;0;1~1;5~7;6~8;3~3;Unknown;INTP
21~24;Male;0;1~1;5~7;6~8;3~3;Unknown;ISTP
21~24;Male;0;1~1;5~7;6~8;3~3;Unknown;INTP
21~24;Male;0;1~1;5~7;6~8;3~3;Unknown;INTP
20~25;Male;0;0~1;5~7;7~9;1~4;Technology~Others;INTP
20~25;Male;0;0~1;5~7;7~9;1~4;Technology~Others;INTP
20~25;Male;0;0~1;5~7;7~9;1~4;Technology~Others;INTP
20~25;Male;0;0~1;5~7;7~9;1~4;Technology~Others;INTP
20~25;Male;0;0~1;5~7;7~9;1~4;Technology~Others;INTP
22~24;Male;0;2~4;5~6;7~9;2~4;Unknown~Technology;INTP
22~24;Male;0;2~4;5~6;7~9;2~4;Unknown~Technology;INTP
22~24;Male;0;2~4;5~6;7~9;2~4;Unknown~Technology;ENTP
22~24;Male;0;2~4;5~6;7~9;2~4;Unknown~Technology;ENTP
22~24;Male;0;2~4;5~6;7~9;2~4;Unknown~Technology;INTP
22~24;Male;0;2~4;5~6;7~9;2~4;Unknown~Technology;INTP
19~25;Male;0;3~4;5~6;7~9;3~4;Others;ENTP
19~25;Male;0;3~4;5~6;7~9;3~4;Others;INTP
19~25;Male;0;3~4;5~6;7~9;3~4;Others;INTP
19~25;Male;0;3~4;5~6;7~9;3~4;Others;INTP
19~25;Male;0;3~4;5~6;7~9;3~4;Others;ENTP
20~25;Male;0;0~1;5~6;4~7;3~4;Sports~Arts;ISTP
20~25;Male;0;0~1;5~6;4~7;3~4;Sports~Arts;INFP
20~25;Male;0;0~1;5~6;4~7;3~4;Sports~Arts;INTP
20~25;Male;0;0~1;5~6;4~7;3~4;Sports~Arts;INTP
20~25;Male;0;0~1;5~6;4~7;3~4;Sports~Arts;INTP
20~25;Male;0;0~1;5~6;4~7;3~4;Sports~Arts;INTP
20~24;Male;0;2~4;5~6;5~7;3~4;Sports~Arts;INFP
20~24;Male;0;2~4;5~6;5~7;3~4;Sports~Arts;INFP
20~24;Male;0;2~4;5~6;5~7;3~4;Sports~Arts;INTP
20~24;Male;0;2~4;5~6;5~7;3~4;Sports~Arts;INTP
20~24;Male;0;2~4;5~6;5~7;3~4;Sports~Arts;ENTP
20~24;Male;0;2~4;5~6;5~7;3~4;Sports~Arts;ISTP
19~24;Male;0;0~1;5~6;8~9;2~4;Sports~Arts;INTP
19~24;Male;0;0~1;5~6;8~9;2~4;Sports~Arts;INTP
19~24;Male;0;0~1;5~6;8~9;2~4;Sports~Arts;INTP
19~24;Male;0;0~1;5~6;8~9;2~4;Sports~Arts;INTP
19~24;Male;0;0~1;5~6;8~9;2~4;Sports~Arts;INTP
19~24;Male;0;0~1;5~6;8~9;2~4;Sports~Arts;INTP
20~25;Male;0;2~5;5~7;7~9;1~4;Sports~Arts;ENTP
20~25;Male;0;2~5;5~7;7~9;1~4;Sports~Arts;INTP
20~25;Male;0;2~5;5~7;7~9;1~4;Sports~Arts;INTP
20~25;Male;0;2~5;5~7;7~9;1~4;Sports~Arts;INTP
20~25;Male;0;2~5;5~7;7~9;1~4;Sports~Arts;INTP
20~25;Male;0;2~5;5~7;7~9;1~4;Sports~Arts;ESTP
20~25;Male;0;2~5;5~7;7~9;1~4;Sports~Arts;INTP
20~25;Male;0;0~1;5~7;4~6;4~7;Unknown~Technology;INFJ
20~25;Male;0;0~1;5~7;4~6;4~7;Unknown~Technology;INFJ
20~25;Male;0;0~1;5~7;4~6;4~7;Unknown~Technology;INFP
20~25;Male;0;0~1;5~7;4~6;4~7;Unknown~Technology;ISFP
20~25;Male;0;0~1;5~7;4~6;4~7;Unknown~Technology;INFP
20~25;Male;0;0~1;5~7;4~6;4~7;Unknown~Technology;INFP
20~25;Male;0;0~1;5~7;4~6;4~7;Unknown~Technology;INFP
20~25;Male;0;0~1;5~7;4~6;4~7;Unknown~Technology;INFP
20~25;Male;0;2~5;5~7;4~5;4~6;Unknown~Technology;INFJ
20~25;Male;0;2~5;5~7;4~5;4~6;Unknown~Technology;INFJ
20~25;Male;0;2~5;5~7;4~5;4~6;Unknown~Technology;ISFJ
20~25;Male;0;2~5;5~7;4~5;4~6;Unknown~Technology;INFP
20~25;Male;0;2~5;5~7;4~5;4~6;Unknown~Technology;INFJ
20~25;Male;0;2~5;5~7;4~5;4~6;Unknown~Technology;ENFJ
20~25;Male;0;2~5;5~7;4~5;4~6;Unknown~Technology;INFP
20~25;Male;0;2~5;5~7;4~5;4~6;Unknown~Technology;INFP
20~25;Male;0;2~5;5~7;4~5;4~6;Unknown~Technology;ISFP
19~24;Male;0;0~1;5~7;6~9;4~6;Unknown;INTP
19~24;Male;0;0~1;5~7;6~9;4~6;Unknown;INFP
19~24;Male;0;0~1;5~7;6~9;4~6;Unknown;INTP
19~24;Male;0;0~1;5~7;6~9;4~6;Unknown;INTP
19~24;Male;0;0~1;5~7;6~9;4~6;Unknown;INTP
19~24;Male;0;0~1;5~7;6~9;4~6;Unknown;INTP
19~24;Male;0;0~1;5~7;6~9;4~6;Unknown;INTJ
19~24;Male;0;0~1;5~7;6~9;4~6;Unknown;INTP
19~24;Male;0;0~1;5~7;6~9;4~6;Unknown;INTP
18~24;Male;0;1~5;5~6;6~9;4~6;Unknown~Technology;INTJ
18~24;Male;0;1~5;5~6;6~9;4~6;Unknown~Technology;ESTJ
18~24;Male;0;1~5;5~6;6~9;4~6;Unknown~Technology;INTP
18~24;Male;0;1~5;5~6;6~9;4~6;Unknown~Technology;INTP
18~24;Male;0;1~5;5~6;6~9;4~6;Unknown~Technology;ESTP
18~24;Male;0;1~5;5~6;6~9;4~6;Unknown~Technology;ENTP
18~24;Male;0;1~5;5~6;6~9;4~6;Unknown~Technology;INTP
18~24;Male;0;1~5;5~6;6~9;4~6;Unknown~Technology;INFJ
18~24;Male;0;1~5;5~6;6~9;4~6;Unknown~Technology;INTP
19~25;Male;0;0~1;5~7;4~6;4~5;Others~Sports~Arts;INTP
19~25;Male;0;0~1;5~7;4~6;4~5;Others~Sports~Arts;INFP
19~25;Male;0;0~1;5~7;4~6;4~5;Others~Sports~Arts;ISFP
19~25;Male;0;0~1;5~7;4~6;4~5;Others~Sports~Arts;INFP
19~25;Male;0;0~1;5~7;4~6;4~5;Others~Sports~Arts;INTP
19~25;Male;0;0~1;5~7;4~6;4~5;Others~Sports~Arts;INFP
19~25;Male;0;0~1;5~7;4~6;4~5;Others~Sports~Arts;INFP
19~25;Male;0;0~1;5~7;4~6;4~5;Others~Sports~Arts;INFP
19~25;Male;0;1~4;5~6;5~7;5~7;Others~Sports~Arts;INTJ
19~25;Male;0;1~4;5~6;5~7;5~7;Others~Sports~Arts;INFJ
19~25;Male;0;1~4;5~6;5~7;5~7;Others~Sports~Arts;INFP
19~25;Male;0;1~4;5~6;5~7;5~7;Others~Sports~Arts;INTP
19~25;Male;0;1~4;5~6;5~7;5~7;Others~Sports~Arts;ISFP
19~25;Male;0;1~4;5~6;5~7;5~7;Others~Sports~Arts;ENFJ
19~25;Male;0;1~4;5~6;5~7;5~7;Others~Sports~Arts;INTP
19~25;Male;0;1~4;5~6;5~7;5~7;Others~Sports~Arts;INFP
19~25;Male;0;0~2;5~7;7~9;4~6;Others~Sports~Arts;INTJ
19~25;Male;0;0~2;5~7;7~9;4~6;Others~Sports~Arts;INTJ
19~25;Male;0;0~2;5~7;7~9;4~6;Others~Sports~Arts;INTP
19~25;Male;0;0~2;5~7;7~9;4~6;Others~Sports~Arts;INTP
19~25;Male;0;0~2;5~7;7~9;4~6;Others~Sports~Arts;INTP
19~25;Male;0;0~2;5~7;7~9;4~6;Others~Sports~Arts;INTP
19~25;Male;0;0~2;5~7;7~9;4~6;Others~Sports~Arts;INTP
19~25;Male;0;0~2;5~7;7~9;4~6;Others~Sports~Arts;INTP
21~25;Male;0;2~4;5~6;7~9;4~6;Others~Sports~Arts;INTJ
21~25;Male;0;2~4;5~6;7~9;4~6;Others~Sports~Arts;ESTP
21~25;Male;0;2~4;5~6;7~9;4~6;Others~Sports~Arts;INTP
21~25;Male;0;2~4;5~6;7~9;4~6;Others~Sports~Arts;INTP
21~25;Male;0;2~4;5~6;7~9;4~6;Others~Sports~Arts;ISTJ
21~25;Male;0;2~4;5~6;7~9;4~6;Others~Sports~Arts;INTP
21~25;Male;0;2~4;5~6;7~9;4~6;Others~Sports~Arts;INTP
21~25;Male;0;2~4;5~6;7~9;4~6;Others~Sports~Arts;INTP
19~25;Male;0;5~7;2~5;0~4;1~3;Unknown~Technology;ENFP
19~25;Male;0;5~7;2~5;0~4;1~3;Unknown~Technology;ENFP
19~25;Male;0;5~7;2~5;0~4;1~3;Unknown~Technology;ENFP
19~25;Male;0;5~7;2~5;0~4;1~3;Unknown~Technology;ENFP
19~25;Male;0;5~7;2~5;0~4;1~3;Unknown~Technology;ENFP
19~25;Male;0;5~7;2~5;0~4;1~3;Unknown~Technology;ENFP
19~25;Male;0;5~7;2~5;0~4;1~3;Unknown~Technology;ENFP
19~25;Male;0;5~7;2~5;0~4;1~3;Unknown~Technology;ENFP
20~25;Male;0;5~6;1~4;0~3;3~4;Unknown~Technology;ENFP
20~25;Male;0;5~6;1~4;0~3;3~4;Unknown~Technology;INFP
20~25;Male;0;5~6;1~4;0~3;3~4;Unknown~Technology;ENFP
20~25;Male;0;5~6;1~4;0~3;3~4;Unknown~Technology;ENFP
20~25;Male;0;5~6;1~4;0~3;3~4;Unknown~Technology;ENFP
20~25;Male;0;5~6;1~4;0~3;3~4;Unknown~Technology;ENFP
20~25;Male;0;5~6;1~4;0~3;3~4;Unknown~Technology;INFP
20~25;Male;0;5~6;1~4;0~3;3~4;Unknown~Technology;ENFP
20~25;Male;0;5~6;1~4;0~3;3~4;Unknown~Technology;ENFP
21~25;Male;0;7~9;3~4;0~3;1~3;Unknown~Technology;ENFP
21~25;Male;0;7~9;3~4;0~3;1~3;Unknown~Technology;ENFP
21~25;Male;0;7~9;3~4;0~3;1~3;Unknown~Technology;ENFP
21~25;Male;0;7~9;3~4;0~3;1~3;Unknown~Technology;ENFP
21~25;Male;0;7~9;3~4;0~3;1~3;Unknown~Technology;ENFP
21~25;Male;0;7~9;3~4;0~3;1~3;Unknown~Technology;ENFP
21~25;Male;0;7~9;3~4;0~3;1~3;Unknown~Technology;ENFP
21~25;Male;0;7~9;3~4;0~3;1~3;Unknown~Technology;ENFP
21~25;Male;0;7~9;3~4;0~3;1~3;Unknown~Technology;ENFP
21~25;Male;0;7~9;3~5;0~4;3~4;Unknown~Technology;ENFP
21~25;Male;0;7~9;3~5;0~4;3~4;Unknown~Technology;ENFP
21~25;Male;0;7~9;3~5;0~4;3~4;Unknown~Technology;ENFP
21~25;Male;0;7~9;3~5;0~4;3~4;Unknown~Technology;ENFP
21~25;Male;0;7~9;3~5;0~4;3~4;Unknown~Technology;ENFP
21~25;Male;0;7~9;3~5;0~4;3~4;Unknown~Technology;ENFP
21~25;Male;0;7~9;3~5;0~4;3~4;Unknown~Technology;ENFP
21~25;Male;0;7~9;3~5;0~4;3~4;Unknown~Technology;ENFP
21~25;Male;0;7~9;3~5;0~4;3~4;Unknown~Technology;ENFP
20~25;Male;0;5~7;3~4;0~3;1~3;Sports~Arts;ENFP
20~25;Male;0;5~7;3~4;0~3;1~3;Sports~Arts;INFP
20~25;Male;0;5~7;3~4;0~3;1~3;Sports~Arts;ENFP
20~25;Male;0;5~7;3~4;0~3;1~3;Sports~Arts;ENFP
20~25;Male;0;5~7;3~4;0~3;1~3;Sports~Arts;ENFP
20~25;Male;0;5~7;3~4;0~3;1~3;Sports~Arts;ENFP
20~25;Male;0;5~7;3~4;0~3;1~3;Sports~Arts;ENFP
20~25;Male;0;5~7;2~4;1~4;3~4;Others~Sports~Arts;INFP
20~25;Male;0;5~7;2~4;1~4;3~4;Others~Sports~Arts;ENFP
20~25;Male;0;5~7;2~4;1~4;3~4;Others~Sports~Arts;ENFP
20~25;Male;0;5~7;2~4;1~4;3~4;Others~Sports~Arts;ENFP
20~25;Male;0;5~7;2~4;1~4;3~4;Others~Sports~Arts;ENFP
20~25;Male;0;5~7;2~4;1~4;3~4;Others~Sports~Arts;ENFP
20~25;Male;0;5~7;2~4;1~4;3~4;Others~Sports~Arts;ENFP
20~25;Male;0;5~7;2~4;1~4;3~4;Others~Sports~Arts;ENFP
20~25;Male;0;8~9;1~4;0~4;2~4;Others~Sports;ENFP
20~25;Male;0;8~9;1~4;0~4;2~4;Others~Sports;ENFP
20~25;Male;0;8~9;1~4;0~4;2~4;Others~Sports;ENFP
20~25;Male;0;8~9;1~4;0~4;2~4;Others~Sports;ENFP
20~25;Male;0;8~9;1~4;0~4;2~4;Others~Sports;ENFP
20~25;Male;0;8~9;1~4;0~4;2~4;Others~Sports;ENFP
20~25;Male;0;8~9;1~4;0~4;2~4;Others~Sports;ENFP
20~25;Male;0;8~9;1~4;0~4;2~4;Others~Sports;ENFP
21~24;Male;0;7~9;2~5;0~3;0~4;Arts;ENFP
21~24;Male;0;7~9;2~5;0~3;0~4;Arts;ENFP
21~24;Male;0;7~9;2~5;0~3;0~4;Arts;ENFP
21~24;Male;0;7~9;2~5;0~3;0~4;Arts;ENFP
21~24;Male;0;7~9;2~5;0~3;0~4;Arts;ENFP
21~24;Male;0;7~9;2~5;0~3;0~4;Arts;ENFP
21~24;Male;0;7~9;2~5;0~3;0~4;Arts;ENFP
21~24;Male;0;7~9;2~5;0~3;0~4;Arts;ENFP
22~25;Male;0;5~7;2~4;0~0;5~6;Unknown;ENFJ
22~25;Male;0;5~7;2~4;0~0;5~6;Unknown;ENFP
22~25;Male;0;5~7;2~4;0~0;5~6;Unknown;ENFP
22~25;Male;0;5~7;2~4;0~0;5~6;Unknown;ENFJ
22~25;Male;0;5~7;2~4;0~0;5~6;Unknown;ENFP
20~25;Male;0;5~7;3~4;1~4;5~6;Unknown;ENFJ
20~25;Male;0;5~7;3~4;1~4;5~6;Unknown;ENFJ
20~25;Male;0;5~7;3~4;1~4;5~6;Unknown;ENFP
20~25;Male;0;5~7;3~4;1~4;5~6;Unknown;ENFP
20~25;Male;0;5~7;3~4;1~4;5~6;Unknown;INFP
20~25;Male;0;5~7;3~4;1~4;5~6;Unknown;ENFJ
21~25;Male;0;7~9;2~4;0~1;4~7;Unknown;ENFP
21~25;Male;0;7~9;2~4;0~1;4~7;Unknown;ENFJ
21~25;Male;0;7~9;2~4;0~1;4~7;Unknown;ENFP
21~25;Male;0;7~9;2~4;0~1;4~7;Unknown;ENFP
21~25;Male;0;7~9;2~4;0~1;4~7;Unknown;ENFP
18~25;Male;0;8~9;3~5;1~4;4~6;Unknown;ENFP
18~25;Male;0;8~9;3~5;1~4;4~6;Unknown;ENFJ
18~25;Male;0;8~9;3~5;1~4;4~6;Unknown;ENFJ
18~25;Male;0;8~9;3~5;1~4;4~6;Unknown;ENFP
18~25;Male;0;8~9;3~5;1~4;4~6;Unknown;ENFP
18~25;Male;0;8~9;3~5;1~4;4~6;Unknown;ENFP
21~24;Male;0;5~7;2~4;0~2;5~5;Technology~Others;ENFP
21~24;Male;0;5~7;2~4;0~2;5~5;Technology~Others;ENFP
21~24;Male;0;5~7;2~4;0~2;5~5;Technology~Others;ENFP
21~24;Male;0;5~7;2~4;0~2;5~5;Technology~Others;ENFP
21~24;Male;0;5~7;2~4;0~2;5~5;Technology~Others;ENFP
22~25;Male;0;5~7;3~5;2~4;4~6;Technology~Others;ENFJ
22~25;Male;0;5~7;3~5;2~4;4~6;Technology~Others;INFP
22~25;Male;0;5~7;3~5;2~4;4~6;Technology~Others;ENFP
22~25;Male;0;5~7;3~5;2~4;4~6;Technology~Others;ENFJ
22~25;Male;0;5~7;3~5;2~4;4~6;Technology~Others;ENFJ
20~25;Male;0;7~9;2~4;1~2;4~7;Technology~Others;ENFJ
20~25;Male;0;7~9;2~4;1~2;4~7;Technology~Others;ENFJ
20~25;Male;0;7~9;2~4;1~2;4~7;Technology~Others;ENFP
20~25;Male;0;7~9;2~4;1~2;4~7;Technology~Others;ENFP
20~25;Male;0;7~9;2~4;1~2;4~7;Technology~Others;ENFP
20~24;Male;0;7~9;2~4;3~4;4~6;Technology~Others;ENFP
20~24;Male;0;7~9;2~4;3~4;4~6;Technology~Others;ENFP
20~24;Male;0;7~9;2~4;3~4;4~6;Technology~Others;ENFP
20~24;Male;0;7~9;2~4;3~4;4~6;Technology~Others;ENFP
20~24;Male;0;7~9;2~4;3~4;4~6;Technology~Others;ENFJ
21~23;Male;0;5~7;2~4;0~1;5~7;Arts;ENFP
21~23;Male;0;5~7;2~4;0~1;5~7;Arts;ENFP
21~23;Male;0;5~7;2~4;0~1;5~7;Arts;ENFJ
21~23;Male;0;5~7;2~4;0~1;5~7;Arts;ENFJ
21~23;Male;0;5~7;2~4;0~1;5~7;Arts;ENFP
21~23;Male;0;5~7;2~4;0~1;5~7;Arts;ENFJ
21~23;Male;0;5~7;2~5;1~4;5~6;Arts;ENFP
21~23;Male;0;5~7;2~5;1~4;5~6;Arts;ENFJ
21~23;Male;0;5~7;2~5;1~4;5~6;Arts;ENFP
21~23;Male;0;5~7;2~5;1~4;5~6;Arts;ENFJ
21~23;Male;0;5~7;2~5;1~4;5~6;Arts;ENFP
21~23;Male;0;5~7;2~5;1~4;5~6;Arts;ENFP
19~24;Male;0;7~9;3~5;0~3;4~6;Sports~Arts;ENFP
19~24;Male;0;7~9;3~5;0~3;4~6;Sports~Arts;ENFP
19~24;Male;0;7~9;3~5;0~3;4~6;Sports~Arts;ENFJ
19~24;Male;0;7~9;3~5;0~3;4~6;Sports~Arts;ENFP
19~24;Male;0;7~9;3~5;0~3;4~6;Sports~Arts;ENFP
19~24;Male;0;7~9;3~5;0~3;4~6;Sports~Arts;ENFP
20~25;Male;0;7~9;3~5;3~4;4~6;Sports~Arts;ENFP
20~25;Male;0;7~9;3~5;3~4;4~6;Sports~Arts;ENFP
20~25;Male;0;7~9;3~5;3~4;4~6;Sports~Arts;ENFP
20~25;Male;0;7~9;3~5;3~4;4~6;Sports~Arts;ENFP
20~25;Male;0;7~9;3~5;3~4;4~6;Sports~Arts;ENFJ
20~25;Male;0;7~9;3~5;3~4;4~6;Sports~Arts;ENFJ
20~24;Male;0;5~6;2~4;4~6;2~4;Unknown~Technology;ENTP
20~24;Male;0;5~6;2~4;4~6;2~4;Unknown~Technology;ENFP
20~24;Male;0;5~6;2~4;4~6;2~4;Unknown~Technology;ENFP
20~24;Male;0;5~6;2~4;4~6;2~4;Unknown~Technology;ENFP
20~24;Male;0;5~6;2~4;4~6;2~4;Unknown~Technology;ENFP
20~24;Male;0;5~6;2~4;4~6;2~4;Unknown~Technology;ENTP
20~24;Male;0;5~6;2~4;4~6;2~4;Unknown~Technology;ENFP
22~25;Male;0;7~8;3~5;4~6;1~4;Unknown~Technology;ENFP
22~25;Male;0;7~8;3~5;4~6;1~4;Unknown~Technology;ENFP
22~25;Male;0;7~8;3~5;4~6;1~4;Unknown~Technology;ENFP
22~25;Male;0;7~8;3~5;4~6;1~4;Unknown~Technology;ENFP
22~25;Male;0;7~8;3~5;4~6;1~4;Unknown~Technology;ENFP
22~25;Male;0;7~8;3~5;4~6;1~4;Unknown~Technology;ENFP
22~25;Male;0;7~8;3~5;4~6;1~4;Unknown~Technology;ENFP
19~24;Male;0;5~8;3~4;4~6;2~4;Others;ENFP
19~24;Male;0;5~8;3~4;4~6;2~4;Others;ENFP
19~24;Male;0;5~8;3~4;4~6;2~4;Others;ENFP
19~24;Male;0;5~8;3~4;4~6;2~4;Others;INFP
19~24;Male;0;5~8;3~4;4~6;2~4;Others;ENFP
19~24;Male;0;5~8;3~4;4~6;2~4;Others;ENFP
19~24;Male;0;5~8;3~4;4~6;2~4;Others;ENFP
19~24;Male;0;5~8;3~4;4~6;2~4;Others;ENFP
23~25;Male;0;5~8;2~5;6~9;0~4;Unknown;ENTP
23~25;Male;0;5~8;2~5;6~9;0~4;Unknown;ENTP
23~25;Male;0;5~8;2~5;6~9;0~4;Unknown;ENTP
23~25;Male;0;5~8;2~5;6~9;0~4;Unknown;ENTP
23~25;Male;0;5~8;2~5;6~9;0~4;Unknown;INTP
23~25;Male;0;5~8;2~5;6~9;0~4;Unknown;ENTP
23~25;Male;0;5~8;2~5;6~9;0~4;Unknown;ENTP
20~25;Male;0;8~9;3~4;6~9;0~4;Unknown;ENTP
20~25;Male;0;8~9;3~4;6~9;0~4;Unknown;ENTP
20~25;Male;0;8~9;3~4;6~9;0~4;Unknown;ENTP
20~25;Male;0;8~9;3~4;6~9;0~4;Unknown;ENTP
20~25;Male;0;8~9;3~4;6~9;0~4;Unknown;ENTP
20~25;Male;0;8~9;3~4;6~9;0~4;Unknown;ENTP
20~25;Male;0;8~9;3~4;6~9;0~4;Unknown;ENTP
20~25;Male;0;8~9;3~4;6~9;0~4;Unknown;ENTP
19~25;Male;0;6~9;2~4;6~9;1~4;Technology~Others;ENTP
19~25;Male;0;6~9;2~4;6~9;1~4;Technology~Others;ENTP
19~25;Male;0;6~9;2~4;6~9;1~4;Technology~Others;ENTP
19~25;Male;0;6~9;2~4;6~9;1~4;Technology~Others;ENTP
19~25;Male;0;6~9;2~4;6~9;1~4;Technology~Others;ENTP
19~25;Male;0;6~9;2~4;6~9;1~4;Technology~Others;ENTP
19~25;Male;0;6~9;2~4;6~9;1~4;Technology~Others;ENTP
19~25;Male;0;6~9;2~4;6~9;1~4;Technology~Others;ENTP
20~24;Male;0;6~6;4~4;5~7;3~4;Sports~Arts;ENTP
20~24;Male;0;6~6;4~4;5~7;3~4;Sports~Arts;ENFP
20~24;Male;0;6~6;4~4;5~7;3~4;Sports~Arts;ENTP
20~24;Male;0;6~6;4~4;5~7;3~4;Sports~Arts;ENTP
20~24;Male;0;6~6;4~4;5~7;3~4;Sports~Arts;ENTP
20~25;Male;0;6~8;3~5;5~6;1~4;Sports~Arts;ENFP
20~25;Male;0;6~8;3~5;5~6;1~4;Sports~Arts;ENTP
20~25;Male;0;6~8;3~5;5~6;1~4;Sports~Arts;ENTP
20~25;Male;0;6~8;3~5;5~6;1~4;Sports~Arts;ENTP
20~25;Male;0;6~8;3~5;5~6;1~4;Sports~Arts;ENFP
20~25;Male;0;5~7;3~4;8~9;2~4;Sports~Arts;ENTP
20~25;Male;0;5~7;3~4;8~9;2~4;Sports~Arts;ENTP
20~25;Male;0;5~7;3~4;8~9;2~4;Sports~Arts;ENTP
20~25;Male;0;5~7;3~4;8~9;2~4;Sports~Arts;ENTP
20~25;Male;0;5~7;3~4;8~9;2~4;Sports~Arts;ENTP
20~24;Male;0;8~9;3~5;7~9;1~3;Sports~Arts;ENTP
20~24;Male;0;8~9;3~5;7~9;1~3;Sports~Arts;ENTP
20~24;Male;0;8~9;3~5;7~9;1~3;Sports~Arts;ENTP
20~24;Male;0;8~9;3~5;7~9;1~3;Sports~Arts;ENTP
20~24;Male;0;8~9;3~5;7~9;1~3;Sports~Arts;ENTP
20~24;Male;0;8~9;3~5;7~9;1~3;Sports~Arts;ENTP
21~25;Male;0;5~7;3~5;6~7;4~6;Unknown~Technology;ENFP
21~25;Male;0;5~7;3~5;6~7;4~6;Unknown~Technology;ENTP
