Age;Gender;Degree;Branch;CGPA;Internships;Projects;Coding_Skills;Communication_Skills;Aptitude_Test_Score;Soft_Skills_Rating;Certifications;Backlogs;Placement_Status
20~21;Female;MCA;ECE~ME;4~6;0;2~3;3~4;2~5;47~59;6;1;0~1;Not Placed
20~21;Female;MCA;ECE~ME;4~6;0;2~3;3~4;2~5;47~59;6;1;0~1;Not Placed
20~21;Female;MCA;ECE~ME;4~6;0;2~3;3~4;2~5;47~59;6;1;0~1;Not Placed
20~21;Female;MCA;Civil;5~6;0;2;1~3;3~5;40~48;6;0~1;1;Not Placed
20~21;Female;MCA;Civil;5~6;0;2;1~3;3~5;40~48;6;0~1;1;Not Placed
20~21;Female;MCA;Civil;5~6;0;2;1~3;3~5;40~48;6;0~1;1;Not Placed
20~21;Female;MCA;Civil;5~6;0;2;1~3;3~5;40~48;6;0~1;1;Not Placed
20~21;Female;MCA;Civil;5~6;0;2;1~3;3~5;40~48;6;0~1;1;Not Placed
18~19;Female;MCA;ECE~ME~Civil;4~6;0;2~3;1~4;6;35~59;4~5;0~1;0~1;Not Placed
18~19;Female;MCA;ECE~ME~Civil;4~6;0;2~3;1~4;6;35~59;4~5;0~1;0~1;Not Placed
18~19;Female;MCA;ECE~ME~Civil;4~6;0;2~3;1~4;6;35~59;4~5;0~1;0~1;Not Placed
18~19;Female;MCA;ECE~ME~Civil;4~6;0;2~3;1~4;6;35~59;4~5;0~1;0~1;Not Placed
18~19;Female;MCA;ECE~ME~Civil;4~6;0;2~3;1~4;6;35~59;4~5;0~1;0~1;Not Placed
18~19;Female;MCA;ECE~ME~Civil;4~6;0;2~3;1~4;6;35~59;4~5;0~1;0~1;Not Placed
18~19;Female;MCA;ECE~ME~Civil;4~6;0;2~3;1~4;6;35~59;4~5;0~1;0~1;Not Placed
20~21;Female;MCA;ECE~ME~Civil;5~6;0;2~3;1~4;6;35~59;3~5;0~1;0~1;Not Placed
20~21;Female;MCA;ECE~ME~Civil;5~6;0;2~3;1~4;6;35~59;3~5;0~1;0~1;Not Placed
20~21;Female;MCA;ECE~ME~Civil;5~6;0;2~3;1~4;6;35~59;3~5;0~1;0~1;Not Placed
20~21;Female;MCA;ECE~ME~Civil;5~6;0;2~3;1~4;6;35~59;3~5;0~1;0~1;Not Placed
20~21;Female;MCA;ECE~ME~Civil;5~6;0;2~3;1~4;6;35~59;3~5;0~1;0~1;Not Placed
20~21;Female;MCA;ECE~ME~Civil;5~6;0;2~3;1~4;6;35~59;3~5;0~1;0~1;Not Placed
20~21;Female;MCA;ECE~ME~Civil;5~6;0;2~3;1~4;6;35~59;3~5;0~1;0~1;Not Placed
19~21;Female;MCA;ECE~ME~Civil;4~6;0;1~3;1~4;6;40~59;6;0~1;0~1;Not Placed
19~21;Female;MCA;ECE~ME~Civil;4~6;0;1~3;1~4;6;40~59;6;0~1;0~1;Not Placed
19~21;Female;MCA;ECE~ME~Civil;4~6;0;1~3;1~4;6;40~59;6;0~1;0~1;Not Placed
19~21;Female;MCA;ECE~ME~Civil;4~6;0;1~3;1~4;6;40~59;6;0~1;0~1;Not Placed
19~21;Female;MCA;ECE~ME~Civil;4~6;0;1~3;1~4;6;40~59;6;0~1;0~1;Not Placed
19~21;Female;MCA;ECE~ME~Civil;4~6;0;1~3;1~4;6;40~59;6;0~1;0~1;Not Placed
19~21;Female;MCA;ECE~ME~Civil;4~6;0;1~3;1~4;6;40~59;6;0~1;0~1;Not Placed
19~21;Female;MCA;ECE~ME~Civil;4~6;0;1~3;1~4;6;40~59;6;0~1;0~1;Not Placed
18~19;Female;MCA;ECE~ME~Civil;4~6;0;2~3;1~4;3~5;39~56;4~5;0~1;2;Not Placed
18~19;Female;MCA;ECE~ME~Civil;4~6;0;2~3;1~4;3~5;39~56;4~5;0~1;2;Not Placed
18~19;Female;MCA;ECE~ME~Civil;4~6;0;2~3;1~4;3~5;39~56;4~5;0~1;2;Not Placed
18~19;Female;MCA;ECE~ME~Civil;4~6;0;2~3;1~4;3~5;39~56;4~5;0~1;2;Not Placed
18~19;Female;MCA;ECE~ME~Civil;4~6;0;2~3;1~4;3~5;39~56;4~5;0~1;2;Not Placed
18~19;Female;MCA;ECE~ME~Civil;4~6;0;2~3;1~4;3~5;39~56;4~5;0~1;2;Not Placed
20~21;Female;MCA;ECE~ME~Civil;5~6;0;2~3;1~4;4~5;35~59;4~5;0~1;2;Not Placed
20~21;Female;MCA;ECE~ME~Civil;5~6;0;2~3;1~4;4~5;35~59;4~5;0~1;2;Not Placed
20~21;Female;MCA;ECE~ME~Civil;5~6;0;2~3;1~4;4~5;35~59;4~5;0~1;2;Not Placed
20~21;Female;MCA;ECE~ME~Civil;5~6;0;2~3;1~4;4~5;35~59;4~5;0~1;2;Not Placed
20~21;Female;MCA;ECE~ME~Civil;5~6;0;2~3;1~4;4~5;35~59;4~5;0~1;2;Not Placed
20~21;Female;MCA;ECE~ME~Civil;5~6;0;2~3;1~4;4~5;35~59;4~5;0~1;2;Not Placed
18~21;Female;MCA;ECE~ME~Civil;4~6;0;1~3;1~4;4~5;40~58;6;0~1;2;Not Placed
18~21;Female;MCA;ECE~ME~Civil;4~6;0;1~3;1~4;4~5;40~58;6;0~1;2;Not Placed
18~21;Female;MCA;ECE~ME~Civil;4~6;0;1~3;1~4;4~5;40~58;6;0~1;2;Not Placed
18~21;Female;MCA;ECE~ME~Civil;4~6;0;1~3;1~4;4~5;40~58;6;0~1;2;Not Placed
18~21;Female;MCA;ECE~ME~Civil;4~6;0;1~3;1~4;4~5;40~58;6;0~1;2;Not Placed
18~21;Female;MCA;ECE~ME~Civil;4~6;0;1~3;1~4;4~5;40~58;6;0~1;2;Not Placed
18~21;Female;MCA;ECE~ME~Civil;4~6;0;1~3;1~4;4~5;40~58;6;0~1;2;Not Placed
18~20;Female;MCA;ME~Civil;4~5;0;2~3;3~4;6;42~58;4~5;1;2;Not Placed
18~20;Female;MCA;ME~Civil;4~5;0;2~3;3~4;6;42~58;4~5;1;2;Not Placed
18~20;Female;MCA;ME~Civil;4~5;0;2~3;3~4;6;42~58;4~5;1;2;Not Placed
18~20;Female;MCA;ME~Civil;4~5;0;2~3;3~4;6;42~58;4~5;1;2;Not Placed
18~20;Female;MCA;ME~Civil;4~5;0;2~3;3~4;6;42~58;4~5;1;2;Not Placed
18~20;Female;MCA;ECE~ME~Civil;5~6;0;2~3;2~4;6;51~59;3~6;1;2;Not Placed
18~20;Female;MCA;ECE~ME~Civil;5~6;0;2~3;2~4;6;51~59;3~6;1;2;Not Placed
18~20;Female;MCA;ECE~ME~Civil;5~6;0;2~3;2~4;6;51~59;3~6;1;2;Not Placed
18~20;Female;MCA;ECE~ME~Civil;5~6;0;2~3;2~4;6;51~59;3~6;1;2;Not Placed
18~20;Female;MCA;ECE~ME~Civil;5~6;0;2~3;2~4;6;51~59;3~6;1;2;Not Placed
21;Female;MCA;ECE~ME~Civil;4~6;0;1~3;1~4;6;35~55;5~6;0~1;2;Not Placed
21;Female;MCA;ECE~ME~Civil;4~6;0;1~3;1~4;6;35~55;5~6;0~1;2;Not Placed
21;Female;MCA;ECE~ME~Civil;4~6;0;1~3;1~4;6;35~55;5~6;0~1;2;Not Placed
21;Female;MCA;ECE~ME~Civil;4~6;0;1~3;1~4;6;35~55;5~6;0~1;2;Not Placed
21;Female;MCA;ECE~ME~Civil;4~6;0;1~3;1~4;6;35~55;5~6;0~1;2;Not Placed
21;Female;MCA;ECE~ME~Civil;4~6;0;1~3;1~4;6;35~55;5~6;0~1;2;Not Placed
18~19;Female;B.Tech~BCA;ME~Civil;4~5;0;2~3;2~4;3~5;39~48;5;0~1;3;Not Placed
18~19;Female;B.Tech~BCA;ME~Civil;4~5;0;2~3;2~4;3~5;39~48;5;0~1;3;Not Placed
18~19;Female;B.Tech~BCA;ME~Civil;4~5;0;2~3;2~4;3~5;39~48;5;0~1;3;Not Placed
18~19;Female;B.Tech~BCA;ME~Civil;4~5;0;2~3;2~4;3~5;39~48;5;0~1;3;Not Placed
18~19;Female;B.Tech~BCA;ME~Civil;4~5;0;2~3;2~4;3~5;39~48;5;0~1;3;Not Placed
18~19;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;1~4;3~5;48~57;3~5;0~1;3;Not Placed
18~19;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;1~4;3~5;48~57;3~5;0~1;3;Not Placed
18~19;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;1~4;3~5;48~57;3~5;0~1;3;Not Placed
18~19;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;1~4;3~5;48~57;3~5;0~1;3;Not Placed
18~19;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;1~4;3~5;48~57;3~5;0~1;3;Not Placed
20~21;Female;B.Tech~BCA;ECE~ME;4~6;0;2~3;1~4;2~5;35~58;4~5;0~1;3;Not Placed
20~21;Female;B.Tech~BCA;ECE~ME;4~6;0;2~3;1~4;2~5;35~58;4~5;0~1;3;Not Placed
20~21;Female;B.Tech~BCA;ECE~ME;4~6;0;2~3;1~4;2~5;35~58;4~5;0~1;3;Not Placed
20~21;Female;B.Tech~BCA;ECE~ME;4~6;0;2~3;1~4;2~5;35~58;4~5;0~1;3;Not Placed
20~21;Female;B.Tech~BCA;ECE~ME;4~6;0;2~3;1~4;2~5;35~58;4~5;0~1;3;Not Placed
20~21;Female;B.Tech~BCA;Civil;4~6;0;1~3;1~3;4~5;48~54;3~5;0~1;3;Not Placed
20~21;Female;B.Tech~BCA;Civil;4~6;0;1~3;1~3;4~5;48~54;3~5;0~1;3;Not Placed
20~21;Female;B.Tech~BCA;Civil;4~6;0;1~3;1~3;4~5;48~54;3~5;0~1;3;Not Placed
20~21;Female;B.Tech~BCA;Civil;4~6;0;1~3;1~3;4~5;48~54;3~5;0~1;3;Not Placed
20~21;Female;B.Tech~BCA;Civil;4~6;0;1~3;1~3;4~5;48~54;3~5;0~1;3;Not Placed
18~19;Female;B.Tech~BCA;ME~Civil;5~6;0;2~3;3~4;2~5;46~59;6;1;3;Not Placed
18~19;Female;B.Tech~BCA;ME~Civil;5~6;0;2~3;3~4;2~5;46~59;6;1;3;Not Placed
18~19;Female;B.Tech~BCA;ME~Civil;5~6;0;2~3;3~4;2~5;46~59;6;1;3;Not Placed
18~19;Female;B.Tech~BCA;ME~Civil;5~6;0;2~3;3~4;2~5;46~59;6;1;3;Not Placed
18~19;Female;B.Tech~BCA;ME~Civil;5~6;0;2~3;3~4;2~5;46~59;6;1;3;Not Placed
18~19;Female;B.Tech~BCA;ME~Civil;5~6;0;2~3;3~4;2~5;46~59;6;1;3;Not Placed
18~19;Female;B.Tech~BCA;ME~Civil;5~6;0;2~3;3~4;2~5;46~59;6;1;3;Not Placed
20~21;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;1~4;3~4;46~57;6;0~1;3;Not Placed
20~21;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;1~4;3~4;46~57;6;0~1;3;Not Placed
20~21;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;1~4;3~4;46~57;6;0~1;3;Not Placed
20~21;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;1~4;3~4;46~57;6;0~1;3;Not Placed
20~21;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;1~4;3~4;46~57;6;0~1;3;Not Placed
20~21;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;1~4;3~4;46~57;6;0~1;3;Not Placed
20~21;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;1~4;3~4;46~57;6;0~1;3;Not Placed
18~19;Female;B.Tech~BCA;ECE~ME~Civil;4~5;0;2~3;1~4;6;39~48;4~5;0~1;3;Not Placed
18~19;Female;B.Tech~BCA;ECE~ME~Civil;4~5;0;2~3;1~4;6;39~48;4~5;0~1;3;Not Placed
18~19;Female;B.Tech~BCA;ECE~ME~Civil;4~5;0;2~3;1~4;6;39~48;4~5;0~1;3;Not Placed
18~19;Female;B.Tech~BCA;ECE~ME~Civil;4~5;0;2~3;1~4;6;39~48;4~5;0~1;3;Not Placed
18~19;Female;B.Tech~BCA;ECE~ME~Civil;4~5;0;2~3;1~4;6;39~48;4~5;0~1;3;Not Placed
20~21;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;1~4;6;49~58;3~5;0~1;3;Not Placed
20~21;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;1~4;6;49~58;3~5;0~1;3;Not Placed
20~21;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;1~4;6;49~58;3~5;0~1;3;Not Placed
20~21;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;1~4;6;49~58;3~5;0~1;3;Not Placed
20~21;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;1~4;6;49~58;3~5;0~1;3;Not Placed
20~21;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;1~4;6;49~58;3~5;0~1;3;Not Placed
18~21;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;1~4;6;37~55;6;0~1;3;Not Placed
18~21;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;1~4;6;37~55;6;0~1;3;Not Placed
18~21;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;1~4;6;37~55;6;0~1;3;Not Placed
18~21;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;1~4;6;37~55;6;0~1;3;Not Placed
18~21;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;1~4;6;37~55;6;0~1;3;Not Placed
18~21;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;1~4;6;37~55;6;0~1;3;Not Placed
18~19;Female;MCA;ECE~ME;5~6;0;2~3;1~4;3~5;39~57;4~6;0~1;3;Not Placed
18~19;Female;MCA;ECE~ME;5~6;0;2~3;1~4;3~5;39~57;4~6;0~1;3;Not Placed
18~19;Female;MCA;ECE~ME;5~6;0;2~3;1~4;3~5;39~57;4~6;0~1;3;Not Placed
18~19;Female;MCA;ECE~ME;5~6;0;2~3;1~4;3~5;39~57;4~6;0~1;3;Not Placed
18~19;Female;MCA;ECE~ME;5~6;0;2~3;1~4;3~5;39~57;4~6;0~1;3;Not Placed
18~19;Female;MCA;Civil;4~5;0;1~3;1~4;3~5;43~55;4~6;0~1;3;Not Placed
18~19;Female;MCA;Civil;4~5;0;1~3;1~4;3~5;43~55;4~6;0~1;3;Not Placed
18~19;Female;MCA;Civil;4~5;0;1~3;1~4;3~5;43~55;4~6;0~1;3;Not Placed
18~19;Female;MCA;Civil;4~5;0;1~3;1~4;3~5;43~55;4~6;0~1;3;Not Placed
18~19;Female;MCA;Civil;4~5;0;1~3;1~4;3~5;43~55;4~6;0~1;3;Not Placed
20~21;Female;MCA;ECE~ME~Civil;4~6;0;2~3;1~4;2~5;36~52;4~6;0~1;3;Not Placed
20~21;Female;MCA;ECE~ME~Civil;4~6;0;2~3;1~4;2~5;36~52;4~6;0~1;3;Not Placed
20~21;Female;MCA;ECE~ME~Civil;4~6;0;2~3;1~4;2~5;36~52;4~6;0~1;3;Not Placed
20~21;Female;MCA;ECE~ME~Civil;4~6;0;2~3;1~4;2~5;36~52;4~6;0~1;3;Not Placed
20~21;Female;MCA;ECE~ME~Civil;4~6;0;2~3;1~4;2~5;36~52;4~6;0~1;3;Not Placed
20~21;Female;MCA;ECE~ME~Civil;4~6;0;2~3;1~4;2~5;36~52;4~6;0~1;3;Not Placed
20~21;Female;MCA;ECE~ME~Civil;4~6;0;2~3;1~4;2~5;36~52;4~6;0~1;3;Not Placed
20~21;Female;MCA;ECE~ME~Civil;4~6;0;2~3;1~4;2~5;36~52;4~6;0~1;3;Not Placed
18~21;Female;MCA;ECE~ME~Civil;4~6;0;2~3;1~4;6;43~56;4~6;0~1;3;Not Placed
18~21;Female;MCA;ECE~ME~Civil;4~6;0;2~3;1~4;6;43~56;4~6;0~1;3;Not Placed
18~21;Female;MCA;ECE~ME~Civil;4~6;0;2~3;1~4;6;43~56;4~6;0~1;3;Not Placed
18~21;Female;MCA;ECE~ME~Civil;4~6;0;2~3;1~4;6;43~56;4~6;0~1;3;Not Placed
18~21;Female;MCA;ECE~ME~Civil;4~6;0;2~3;1~4;6;43~56;4~6;0~1;3;Not Placed
18~21;Female;MCA;ECE~ME~Civil;4~6;0;2~3;1~4;6;43~56;4~6;0~1;3;Not Placed
18~19;Female;B.Tech~BCA;ECE~ME~Civil;4~5;0;1~3;1~4;4~5;46~58;7~9;0~1;1;Not Placed
18~19;Female;B.Tech~BCA;ECE~ME~Civil;4~5;0;1~3;1~4;4~5;46~58;7~9;0~1;1;Not Placed
18~19;Female;B.Tech~BCA;ECE~ME~Civil;4~5;0;1~3;1~4;4~5;46~58;7~9;0~1;1;Not Placed
18~19;Female;B.Tech~BCA;ECE~ME~Civil;4~5;0;1~3;1~4;4~5;46~58;7~9;0~1;1;Not Placed
18~19;Female;B.Tech~BCA;ECE~ME~Civil;4~5;0;1~3;1~4;4~5;46~58;7~9;0~1;1;Not Placed
18~19;Female;B.Tech~BCA;ME~Civil;5~6;0;2~3;1~4;4~5;51~59;7~8;0~1;0~1;Not Placed
18~19;Female;B.Tech~BCA;ME~Civil;5~6;0;2~3;1~4;4~5;51~59;7~8;0~1;0~1;Not Placed
18~19;Female;B.Tech~BCA;ME~Civil;5~6;0;2~3;1~4;4~5;51~59;7~8;0~1;0~1;Not Placed
18~19;Female;B.Tech~BCA;ME~Civil;5~6;0;2~3;1~4;4~5;51~59;7~8;0~1;0~1;Not Placed
18~19;Female;B.Tech~BCA;ME~Civil;5~6;0;2~3;1~4;4~5;51~59;7~8;0~1;0~1;Not Placed
18~19;Female;B.Tech~BCA;ME~Civil;5~6;0;2~3;1~4;4~5;51~59;7~8;0~1;0~1;Not Placed
20~21;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;2~4;3~5;45~58;7~8;1;0~1;Not Placed
20~21;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;2~4;3~5;45~58;7~8;1;0~1;Not Placed
20~21;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;2~4;3~5;45~58;7~8;1;0~1;Not Placed
20~21;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;2~4;3~5;45~58;7~8;1;0~1;Not Placed
20~21;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;2~4;3~5;45~58;7~8;1;0~1;Not Placed
20~21;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;2~4;3~5;45~58;7~8;1;0~1;Not Placed
20~21;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;2~4;3~5;45~58;7~8;1;0~1;Not Placed
20~21;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;2~4;3~5;45~58;7~8;1;0~1;Not Placed
18~20;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;3;3~4;6;42~58;7~8;1;0~1;Not Placed
18~20;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;3;3~4;6;42~58;7~8;1;0~1;Not Placed
18~20;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;3;3~4;6;42~58;7~8;1;0~1;Not Placed
18~20;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;3;3~4;6;42~58;7~8;1;0~1;Not Placed
18~20;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;3;3~4;6;42~58;7~8;1;0~1;Not Placed
18~20;Female;B.Tech~BCA;ECE~ME~Civil;5~6;0;3;3~4;6;42~58;7~8;1;0~1;Not Placed
21;Female;B.Tech~BCA;ECE~ME~Civil;4~6;0;2~3;2~4;6;45~59;7;1;0~1;Not Placed
21;Female;B.Tech~BCA;ECE~ME~Civil;4~6;0;2~3;2~4;6;45~59;7;1;0~1;Not Placed
21;Female;B.Tech~BCA;ECE~ME~Civil;4~6;0;2~3;2~4;6;45~59;7;1;0~1;Not Placed
21;Female;B.Tech~BCA;ECE~ME~Civil;4~6;0;2~3;2~4;6;45~59;7;1;0~1;Not Placed
21;Female;B.Tech~BCA;ECE~ME~Civil;4~6;0;2~3;2~4;6;45~59;7;1;0~1;Not Placed
21;Female;B.Tech~BCA;ECE~ME~Civil;4~6;0;2~3;2~4;6;45~59;7;1;0~1;Not Placed
18~19;Female;B.Tech~BCA;ECE~ME~Civil;4~6;0;2~3;2~4;4~5;39~58;7~9;1;2;Not Placed
18~19;Female;B.Tech~BCA;ECE~ME~Civil;4~6;0;2~3;2~4;4~5;39~58;7~9;1;2;Not Placed
18~19;Female;B.Tech~BCA;ECE~ME~Civil;4~6;0;2~3;2~4;4~5;39~58;7~9;1;2;Not Placed
18~19;Female;B.Tech~BCA;ECE~ME~Civil;4~6;0;2~3;2~4;4~5;39~58;7~9;1;2;Not Placed
18~19;Female;B.Tech~BCA;ECE~ME~Civil;4~6;0;2~3;2~4;4~5;39~58;7~9;1;2;Not Placed
18~19;Female;B.Tech~BCA;ECE~ME~Civil;4~6;0;2~3;2~4;4~5;39~58;7~9;1;2;Not Placed
18~19;Female;B.Tech~BCA;ECE~ME~Civil;4~6;0;2~3;2~4;4~5;39~58;7~9;1;2;Not Placed
20~21;Female;B.Tech~BCA;ME~Civil;5~6;0;2~3;1~4;3~5;49~59;7~9;0~1;2;Not Placed
20~21;Female;B.Tech~BCA;ME~Civil;5~6;0;2~3;1~4;3~5;49~59;7~9;0~1;2;Not Placed
20~21;Female;B.Tech~BCA;ME~Civil;5~6;0;2~3;1~4;3~5;49~59;7~9;0~1;2;Not Placed
20~21;Female;B.Tech~BCA;ME~Civil;5~6;0;2~3;1~4;3~5;49~59;7~9;0~1;2;Not Placed
20~21;Female;B.Tech~BCA;ME~Civil;5~6;0;2~3;1~4;3~5;49~59;7~9;0~1;2;Not Placed
20~21;Female;B.Tech~BCA;ME~Civil;5~6;0;2~3;1~4;3~5;49~59;7~9;0~1;2;Not Placed
20~21;Female;B.Tech~BCA;ME~Civil;5~6;0;2~3;1~4;3~5;49~59;7~9;0~1;2;Not Placed
20~21;Female;B.Tech~BCA;ME~Civil;5~6;0;2~3;1~4;3~5;49~59;7~9;0~1;2;Not Placed
18~21;Female;B.Tech~BCA;ECE~ME~Civil;4~6;0;1~3;1~4;6;50~56;7~8;0~1;2;Not Placed
18~21;Female;B.Tech~BCA;ECE~ME~Civil;4~6;0;1~3;1~4;6;50~56;7~8;0~1;2;Not Placed
18~21;Female;B.Tech~BCA;ECE~ME~Civil;4~6;0;1~3;1~4;6;50~56;7~8;0~1;2;Not Placed
18~21;Female;B.Tech~BCA;ECE~ME~Civil;4~6;0;1~3;1~4;6;50~56;7~8;0~1;2;Not Placed
18~21;Female;B.Tech~BCA;ECE~ME~Civil;4~6;0;1~3;1~4;6;50~56;7~8;0~1;2;Not Placed
18~21;Female;B.Tech~BCA;ECE~ME~Civil;4~6;0;1~3;1~4;6;50~56;7~8;0~1;2;Not Placed
18~21;Female;MCA;ECE~ME~Civil;5~6;0;2~3;1~4;3~5;35~59;7~9;0~1;0~1;Not Placed
18~21;Female;MCA;ECE~ME~Civil;5~6;0;2~3;1~4;3~5;35~59;7~9;0~1;0~1;Not Placed
18~21;Female;MCA;ECE~ME~Civil;5~6;0;2~3;1~4;3~5;35~59;7~9;0~1;0~1;Not Placed
18~21;Female;MCA;ECE~ME~Civil;5~6;0;2~3;1~4;3~5;35~59;7~9;0~1;0~1;Not Placed
18~21;Female;MCA;ECE~ME~Civil;5~6;0;2~3;1~4;3~5;35~59;7~9;0~1;0~1;Not Placed
18~21;Female;MCA;ECE~ME~Civil;5~6;0;2~3;1~4;3~5;35~59;7~9;0~1;0~1;Not Placed
18~21;Female;MCA;ECE~ME~Civil;5~6;0;2~3;1~4;3~5;35~59;7~9;0~1;0~1;Not Placed
18~21;Female;MCA;ECE~ME~Civil;5~6;0;2~3;3~4;6;50~59;7~8;1;0~1;Not Placed
18~21;Female;MCA;ECE~ME~Civil;5~6;0;2~3;3~4;6;50~59;7~8;1;0~1;Not Placed
18~21;Female;MCA;ECE~ME~Civil;5~6;0;2~3;3~4;6;50~59;7~8;1;0~1;Not Placed
18~21;Female;MCA;ECE~ME~Civil;5~6;0;2~3;3~4;6;50~59;7~8;1;0~1;Not Placed
18~21;Female;MCA;ECE~ME~Civil;5~6;0;2~3;3~4;6;50~59;7~8;1;0~1;Not Placed
18~21;Female;MCA;ECE~ME~Civil;5~6;0;2~3;3~4;6;50~59;7~8;1;0~1;Not Placed
19~21;Female;MCA;ME~Civil;5~6;0;2~3;2~4;3~5;35~59;7~8;1;2;Not Placed
19~21;Female;MCA;ME~Civil;5~6;0;2~3;2~4;3~5;35~59;7~8;1;2;Not Placed
19~21;Female;MCA;ME~Civil;5~6;0;2~3;2~4;3~5;35~59;7~8;1;2;Not Placed
19~21;Female;MCA;ME~Civil;5~6;0;2~3;2~4;3~5;35~59;7~8;1;2;Not Placed
19~21;Female;MCA;ME~Civil;5~6;0;2~3;2~4;3~5;35~59;7~8;1;2;Not Placed
19~21;Female;MCA;ME~Civil;5~6;0;2~3;2~4;3~5;35~59;7~8;1;2;Not Placed
19~21;Female;MCA;ME~Civil;5~6;0;2~3;2~4;3~5;35~59;7~8;1;2;Not Placed
18~20;Female;MCA;ECE~ME~Civil;4~6;0;2~3;1~4;6;39~59;7~9;0~1;2;Not Placed
18~20;Female;MCA;ECE~ME~Civil;4~6;0;2~3;1~4;6;39~59;7~9;0~1;2;Not Placed
18~20;Female;MCA;ECE~ME~Civil;4~6;0;2~3;1~4;6;39~59;7~9;0~1;2;Not Placed
18~20;Female;MCA;ECE~ME~Civil;4~6;0;2~3;1~4;6;39~59;7~9;0~1;2;Not Placed
18~20;Female;MCA;ECE~ME~Civil;4~6;0;2~3;1~4;6;39~59;7~9;0~1;2;Not Placed
18~20;Female;MCA;ECE~ME~Civil;4~6;0;2~3;1~4;6;39~59;7~9;0~1;2;Not Placed
18~20;Female;MCA;ECE~ME~Civil;4~6;0;2~3;1~4;6;39~59;7~9;0~1;2;Not Placed
18~20;Female;B.Tech~BCA;ECE~ME~Civil;4~6;0;1~3;1~4;2~4;42~59;7~8;0~1;3;Not Placed
18~20;Female;B.Tech~BCA;ECE~ME~Civil;4~6;0;1~3;1~4;2~4;42~59;7~8;0~1;3;Not Placed
18~20;Female;B.Tech~BCA;ECE~ME~Civil;4~6;0;1~3;1~4;2~4;42~59;7~8;0~1;3;Not Placed
18~20;Female;B.Tech~BCA;ECE~ME~Civil;4~6;0;1~3;1~4;2~4;42~59;7~8;0~1;3;Not Placed
18~20;Female;B.Tech~BCA;ECE~ME~Civil;4~6;0;1~3;1~4;2~4;42~59;7~8;0~1;3;Not Placed
18~20;Female;B.Tech~BCA;ECE~ME~Civil;4~6;0;1~3;1~4;2~4;42~59;7~8;0~1;3;Not Placed
18~20;Female;B.Tech~BCA;ECE~ME~Civil;4~6;0;1~3;1~4;2~4;42~59;7~8;0~1;3;Not Placed
18~20;Female;B.Tech~BCA;ECE~ME~Civil;4~6;0;1~3;1~4;2~4;42~59;7~8;0~1;3;Not Placed
18~20;Female;B.Tech~BCA;ECE~ME~Civil;4~6;0;1~3;1~4;2~4;42~59;7~8;0~1;3;Not Placed
18~21;Female;B.Tech~BCA;ECE~ME;4~6;0;2~3;2~4;6;37~54;7~8;0~1;3;Not Placed
18~21;Female;B.Tech~BCA;ECE~ME;4~6;0;2~3;2~4;6;37~54;7~8;0~1;3;Not Placed
18~21;Female;B.Tech~BCA;ECE~ME;4~6;0;2~3;2~4;6;37~54;7~8;0~1;3;Not Placed
